ObjectID,Plot,Species,DBH (cm) 2021
8,Plot11,ABBA,10.6
9,Plot12,UNSW,18
10,Plot1,LALA,24.5
11,Plot2,UNSW,42
12,Plot3,UNSW,14
13,Plot4,LALA,19.1
14,Plot5,ABBA,20
15,Plot6,LALA,25
16,Plot7,LALA,22
17,Plot8,UNSW,31
18,Plot9,LALA,21.1
19,Plot10,LALA,11.3
20,Plot11,LALA,19.4
21,Plot12,LALA,26.3
22,Plot1,LALA,24.6
23,Plot2,LALA,17.7
24,Plot3,UNSW,25
25,Plot4,LALA,14.8
26,Plot5,UNSW,28
27,Plot6,LALA,25
28,Plot7,LALA,15.5
29,Plot8,LALA,14.3
30,Plot9,LALA,21.3
31,Plot10,LALA,16
32,Plot11,UNSW,24
33,Plot12,LALA,24
34,Plot1,UNSW,39
35,Plot2,LALA,23.9
36,Plot3,LALA,23.8
37,Plot4,UNSW,32
38,Plot5,LALA,19.4
39,Plot6,LALA,16.2
40,Plot7,LALA,24.2
41,Plot8,LALA,18.7
42,Plot9,LALA,19.2
43,Plot10,LALA,57
44,Plot11,LALA,20
45,Plot12,LALA,21
46,Plot1,LALA,20.7
47,Plot2,LALA,14.3
48,Plot3,LALA,10.8
49,Plot4,LALA,11
50,Plot5,LALA,14.9
51,Plot6,LALA,17.5
52,Plot7,LALA,17.4
53,Plot8,LALA,21
54,Plot9,LALA,20
55,Plot10,LALA,10.2
56,Plot11,LALA,11.7
57,Plot12,LALA,21
58,Plot1,LALA,22
59,Plot2,LALA,20.9
60,Plot3,LALA,20.2
61,Plot4,LALA,16
62,Plot5,LALA,29.5
63,Plot6,LALA,19.1
64,Plot7,LALA,14.5
65,Plot8,LALA,12.5
66,Plot9,LALA,14.5
67,Plot10,LALA,24.5
1,Plot11,ABBA,17.3
2,Plot12,ABBA,25.7
3,Plot1,ABBA,22.5
4,Plot2,ABBA,13.5
5,Plot3,ABBA,17.7
6,Plot4,ABBA,13.1
7,Plot5,ABBA,28.2
8,Plot6,ABBA,18.8
9,Plot7,ABBA,16
10,Plot8,ABBA,17
11,Plot9,ABBA,22.4
12,Plot10,PRSE,13.3
13,Plot11,ABBA,19.4
14,Plot12,ABBA,20.2
15,Plot1,ABBA,19.6
16,Plot2,LALA,22.4
17,Plot3,ABBA,19.2
18,Plot4,ABBA,12.5
19,Plot5,ABBA,19.2
20,Plot6,ABBA,23.1
21,Plot7,ABBA,12.4
22,Plot8,LALA,29.5
23,Plot9,LALA,19.7
24,Plot10,LALA,34.7
25,Plot11,ABBA,25.8
26,Plot12,ABBA,16.7
27,Plot1,LALA,33.8
28,Plot2,LALA,17.7
29,Plot3,ABBA,18.2
30,Plot4,ABBA,20.5
31,Plot5,ABBA,18.4
32,Plot6,ABBA,23.8
33,Plot7,ABBA,14.5
34,Plot8,ABBA,15.2
35,Plot9,ABBA,12.3
36,Plot10,ABBA,14
37,Plot11,ABBA,22.4
38,Plot12,ABBA,12.4
39,Plot1,LALA,23.2
40,Plot2,ABBA,18.6
41,Plot3,ABBA,22.3
42,Plot4,UNSW,35
43,Plot5,UNSW,10.5
44,Plot6,UNSW,32
45,Plot7,UNSW,12
46,Plot8,UNSW,28
47,Plot9,ABBA,13
48,Plot10,UNSW,26
49,Plot11,UNSW,20
50,Plot12,UNSW,24
51,Plot1,UNSW,27
52,Plot2,UNSW,22
53,Plot3,UNSW,18
54,Plot4,UNSW,12
55,Plot5,ABBA,15
56,Plot6,UNSW,10.2
57,Plot7,UNSW,34
58,Plot8,UNSW,21
59,Plot9,UNSW,21
60,Plot10,UNSW,31
61,Plot11,ABBA,15
1,Plot12,LALA,21.5
2,Plot1,ABBA,23.9
3,Plot2,LALA,19.3
4,Plot3,ABBA,10.9
5,Plot4,ABBA,13.9
6,Plot5,LALA,12.6
7,Plot6,ABBA,15.9
8,Plot7,LALA,18.7
9,Plot8,ABBA,15.3
10,Plot9,LALA,13.7
11,Plot10,ABBA,19.2
12,Plot11,LALA,17.6
13,Plot12,LALA,21
14,Plot1,LALA,12
15,Plot2,ABBA,18
16,Plot3,ABBA,18.8
17,Plot4,ABBA,16.1
18,Plot5,LALA,18.5
19,Plot6,ABBA,11.4
20,Plot7,ABBA,12.9
21,Plot8,LALA,12.8
22,Plot9,LALA,12.4
23,Plot10,LALA,11.1
24,Plot11,ABBA,14.5
25,Plot12,LALA,12.7
26,Plot1,PIMA,18.1
27,Plot2,LALA,13.7
28,Plot3,LALA,13.7
29,Plot4,ABBA,14.5
30,Plot5,ABBA,16.3
31,Plot6,PIRU,18.4
32,Plot7,ABBA,24.1
33,Plot8,ABBA,14.5
34,Plot9,LALA,16.2
35,Plot10,ABBA,12.7
36,Plot11,LALA,12
37,Plot12,ABBA,12.4
38,Plot1,LALA,14
39,Plot2,LALA,11.5
40,Plot3,LALA,14.3
41,Plot4,ABBA,14.2
42,Plot5,LALA,10.5
43,Plot6,PIRU,17.2
44,Plot7,LALA,12.6
45,Plot8,LALA,13.9
46,Plot9,LALA,19.7
47,Plot10,ABBA,10.9
48,Plot11,PIMA,15.2
49,Plot12,ABBA,14.3
50,Plot1,LALA,18.6
51,Plot2,ABBA,15
52,Plot3,ABBA,14.4
53,Plot4,LALA,16.9
54,Plot5,LALA,16.6
55,Plot6,ABBA,19.8
56,Plot7,ABBA,20
57,Plot8,ABBA,20.6
58,Plot9,UNSW,11.4
59,Plot10,UNSW,29.2
60,Plot11,UNSW,25
61,Plot12,UNSW,45
62,Plot1,UNSW,35
63,Plot2,UNSW,23
64,Plot3,UNSW,25
65,Plot4,UNSW,10.9
66,Plot5,UNSW,15
67,Plot6,UNSW,14
68,Plot7,UNSW,30
69,Plot8,UNSW,32
70,Plot9,PIRU,12.9
71,Plot10,UNSW,25
72,Plot11,UNSW,17
73,Plot12,UNSW,16.1
74,Plot1,UNSW,11.2
75,Plot2,UNSW,45
76,Plot3,UNSW,47
77,Plot4,STUMP,14.7
78,Plot5,UNSW,40
79,Plot6,UNSW,32
80,Plot7,UNSW,22
81,Plot8,UNSW,23
82,Plot9,UNSW,32
83,Plot10,UNSW,27
84,Plot11,UNSW,40
85,Plot12,UNSW,10.2
86,Plot1,UNSW,25
87,Plot2,UNSW,17.5
88,Plot3,UNSW,20
1,Plot4,BECO,13.4
2,Plot5,ABBA,22.3
3,Plot6,ABBA,14.4
4,Plot7,UNSW,30
5,Plot8,ABBA,16.1
6,Plot9,ABBA,11.6
7,Plot10,ABBA,18.7
8,Plot11,ABBA,16.9
9,Plot12,ABBA,11.1
10,Plot1,ABBA,18.2
11,Plot2,ABBA,23.2
12,Plot3,ABBA,12.9
13,Plot4,UNSW,10.3
14,Plot5,ABBA,20.4
15,Plot6,BECO,17.2
16,Plot7,ABBA,18.2
17,Plot8,UNSW,29
18,Plot9,ABBA,14.2
19,Plot10,ABBA,15.3
20,Plot11,ABBA,19.7
21,Plot12,ACRU,15.5
22,Plot1,ABBA,16.7
23,Plot2,ABBA,13.4
24,Plot3,UNSW,39
25,Plot4,ABBA,15.2
26,Plot5,ABBA,11.2
27,Plot6,ABBA,11.1
28,Plot7,UNSW,36
29,Plot8,UNSW,13
30,Plot9,UNSW,33
31,Plot10,UNSW,24
32,Plot11,ABBA,21.5
33,Plot12,UNSW,21
34,Plot1,ACRU,15.1
35,Plot2,ABBA,11.9
36,Plot3,ABBA,13.5
37,Plot4,ABBA,10.7
38,Plot5,UNSW,34
39,Plot6,ABBA,11
40,Plot7,UNSW,10.5
41,Plot8,ABBA,25
42,Plot9,ABBA,13.3
43,Plot10,ABBA,12.1
44,Plot11,ABBA,12.8
45,Plot12,ABBA,20.2
46,Plot1,ABBA,13.3
47,Plot2,ABBA,20
48,Plot3,ABBA,14.8
49,Plot4,ABBA,26
50,Plot5,ABBA,35
51,Plot6,ABBA,15
52,Plot7,ABBA,15
53,Plot8,ABBA,27
54,Plot9,ABBA,10.2
55,Plot10,ABBA,13.7
56,Plot11,ABBA,15.1
57,Plot12,ABBA,11.5
58,Plot1,ABBA,13.3
59,Plot2,ABBA,12.5
60,Plot3,ABBA,21.3
61,Plot4,ABBA,16.5
62,Plot5,ABBA,17
63,Plot6,ABBA,11.1
64,Plot7,ABBA,11.7
65,Plot8,ABBA,17.2
66,Plot9,ABBA,13.5
67,Plot10,ABBA,11.6
68,Plot11,ABBA,13.8
69,Plot12,ABBA,11.3
70,Plot1,ABBA,14.6
71,Plot2,ABBA,17
72,Plot3,ABBA,25
73,Plot4,ABBA,26
74,Plot5,ABBA,14.6
75,Plot6,ABBA,12.6
76,Plot7,ABBA,13
77,Plot8,ABBA,25
78,Plot9,ABBA,20.3
79,Plot10,ABBA,11.4
80,Plot11,ABBA,14.8
81,Plot12,ABBA,19.5
82,Plot1,ABBA,14.5
83,Plot2,BECO,
1,Plot3,BEPA,13.7
2,Plot4,ABBA,14.2
3,Plot5,ABBA,12.7
4,Plot6,BEPO,16.8
5,Plot7,ABBA,17.6
6,Plot8,BECO,13
7,Plot9,BECO,15.3
8,Plot10,PIGL,45.6
9,Plot11,ABBA,10.3
10,Plot12,BEPO,18.9
11,Plot1,ABBA,12.6
12,Plot2,PIGL,38.9
13,Plot3,ABBA,11.5
14,Plot4,ABBA,11.5
15,Plot5,ABBA,22.5
16,Plot6,ABBA,14.3
17,Plot7,ABBA,24.4
18,Plot8,ABBA,43.5
19,Plot9,ABBA,10.5
20,Plot10,ABBA,12.4
21,Plot11,ABBA,10.5
22,Plot12,ABBA,24.2
23,Plot1,BECO,16.4
24,Plot2,ABBA,11.4
25,Plot3,ABBA,11
26,Plot4,ABBA,12.8
27,Plot5,BEPA,24
28,Plot6,ABBA,24.1
29,Plot7,UNK,21
30,Plot8,,31
31,Plot9,ABBA,17.9
32,Plot10,ABBA,28.9
33,Plot11,BECO,27
34,Plot12,ABBA,28.4
35,Plot1,ABBA,14.5
36,Plot2,ABBA,10.9
37,Plot3,BECO,31
38,Plot4,ABBA,26.5
39,Plot5,ABBA,18
40,Plot6,ABBA,15.4
41,Plot7,ABBA,24.5
42,Plot8,,12.5
43,Plot9,ABBA,21
44,Plot10,ABBA,24.5
45,Plot11,,30
46,Plot12,ABBA,17.2
47,Plot1,ABBA,11
48,Plot2,ABBA,10.5
49,Plot3,BEPA,12.2
50,Plot4,ABBA,19.6
51,Plot5,ABBA,25
52,Plot6,ABBA,20
53,Plot7,ABBA,13
54,Plot8,,12.2
55,Plot9,ABBA,26.1
56,Plot10,ABBA,13.4
57,Plot11,ABBA,18.5
58,Plot12,ABBA,13.9
59,Plot1,ABBA,13.3
60,Plot2,ABBA,16.4
61,Plot3,ABBA,15.7
62,Plot4,ABBA,19.3
63,Plot5,ABBA,15
64,Plot6,ABBA,12.3
65,Plot7,BEPA,32
66,Plot8,ABBA,23
67,Plot9,ABBA,13.9
68,Plot10,BECO,12.5
69,Plot11,ABBA,21.5
70,Plot12,ABBA,25.9
71,Plot1,ABBA,16.7
72,Plot2,ABBA,24.7
73,Plot3,ABBA,11.7
74,Plot4,,14.8
1,Plot5,UNK,22.5
2,Plot6,UNK,31.5
3,Plot7,UNK,22
4,Plot8,UNK,18.5
5,Plot9,ABBA,10.2
6,Plot10,ABBA,12.2
7,Plot11,ABBA,10.5
8,Plot12,ABBA,10.2
9,Plot1,UNK,23
10,Plot2,UNK,17.4
11,Plot3,UNK,21.5
12,Plot4,ABBA,10.2
13,Plot5,ABBA,19.3
14,Plot6,ABBA,11.6
15,Plot7,BECO,15.3
16,Plot8,ABBA,12.1
17,Plot9,ABBA,16.9
18,Plot10,ABBA,14.2
19,Plot11,ABBA,12.6
20,Plot12,PIRU,42.5
21,Plot1,BECO,11.8
22,Plot2,UNK,16.1
23,Plot3,PIGL,21.2
24,Plot4,UNK,33.8
25,Plot5,PIGL,13
26,Plot6,PIGL,17.5
27,Plot7,UNK,18
28,Plot8,UNK,19.5
29,Plot9,PIGL,12.5
30,Plot10,UNK,17.8
31,Plot11,PIGL,13
32,Plot12,ABBA,19.2
33,Plot1,ABBA,10.4
34,Plot2,UNK,19
35,Plot3,UNK,10.5
36,Plot4,BECO,13.5
37,Plot5,ABBA,23.3
38,Plot6,UNSW,18.1
39,Plot7,ABBA,17.9
40,Plot8,UNSW,19.3
41,Plot9,ABBA,13.1
42,Plot10,ABBA,12.4
43,Plot11,ABBA,11.4
44,Plot12,ABBA,18.4
45,Plot1,UNK,24.4
46,Plot2,UNK,27.3
47,Plot3,ABBA,12.5
48,Plot4,ABBA,19.5
49,Plot5,ABBA,16
50,Plot6,UNK,11.1
1,Plot7,PIRU,10.6
2,Plot8,ABBA,10.8
3,Plot9,UNSW,47
4,Plot10,ABBA,18.4
5,Plot11,ABBA,12.5
6,Plot12,ABBA,11.5
7,Plot1,UNSW,18
8,Plot2,PIST,24.5
9,Plot3,UNSW,13.5
10,Plot4,ABBA,11
11,Plot5,ABBA,10.2
12,Plot6,UNSW,20.9
13,Plot7,PIRU,12.9
14,Plot8,UNSW,18.5
15,Plot9,PIRU,12
16,Plot10,UNSW,12
17,Plot11,UNSW,10.9
18,Plot12,PIRU,14.9
19,Plot1,PIRU,12.4
20,Plot2,UNSW,12
21,Plot3,PIRU,17
22,Plot4,PIRU,16.9
23,Plot5,PIRU,12
24,Plot6,UNSW,12
25,Plot7,PIRU,11.9
26,Plot8,UNSW,12
27,Plot9,LALA,22.7
28,Plot10,PIRU,14
29,Plot11,PIRU,15.1
30,Plot12,PIRU,11.7
31,Plot1,PIRU,17.5
32,Plot2,UNSW,29
33,Plot3,PIRU,14.5
34,Plot4,UNSW,16.4
35,Plot5,PIRU,12.2
36,Plot6,PIRU,14.1
37,Plot7,UNSW,11
38,Plot8,UNSW,16.2
39,Plot9,UNSW,13
40,Plot10,PIRU,14.3
41,Plot11,ABBA,12
42,Plot12,ABBA,12
43,Plot1,ABBA,19.4
44,Plot2,ABBA,12
45,Plot3,ABBA,11.4
46,Plot4,ABBA,11.3
47,Plot5,ABBA,15.3
48,Plot6,ABBA,16.5
49,Plot7,ABBA,22.8
50,Plot8,ABBA,14
51,Plot9,ABBA,19
52,Plot10,ABBA,24.4
53,Plot11,ABBA,22
54,Plot12,ABBA,10.8
55,Plot1,ABBA,14.9
56,Plot2,ABBA,10.5
57,Plot3,ABBA,12.2
58,Plot4,ABBA,11.7
59,Plot5,ABBA,11.7
60,Plot6,ABBA,15
61,Plot7,ABBA,13.7
62,Plot8,ABBA,10.8
63,Plot9,ABBA,13.9
64,Plot10,ABBA,10.2
65,Plot11,ABBA,17
66,Plot12,ABBA,14
67,Plot1,ABBA,11.1
68,Plot2,ABBA,10.7
69,Plot3,ABBA,11.3
70,Plot4,ABBA,11.8
1,Plot5,ABBA,17.8
2,Plot6,ABBA,12.6
3,Plot7,ABBA,13.8
4,Plot8,ABBA,14.6
5,Plot9,BECO,11.1
6,Plot10,PIRU,10.7
7,Plot11,ABBA,23
8,Plot12,ABBA,11.2
9,Plot1,ABBA,15.1
10,Plot2,ABBA,13.7
11,Plot3,ABBA,10.6
12,Plot4,PIGL,26.4
13,Plot5,ABBA,13.6
14,Plot6,PIRU,25.6
15,Plot7,ABBA,13.2
16,Plot8,ABBA,19
17,Plot9,ABBA,29.6
18,Plot10,ABBA,18.8
19,Plot11,ABBA,14.7
20,Plot12,PIRU,41.3
21,Plot1,ABBA,20
22,Plot2,ABBA,17.7
23,Plot3,UNSW,20
24,Plot4,UNSW,17
25,Plot5,ABBA,18.1
26,Plot6,ABBA,13.3
27,Plot7,ABBA,13.7
28,Plot8,UNSW,30
29,Plot9,ABBA,13
30,Plot10,PIGL,30
31,Plot11,ABBA,18.6
32,Plot12,ABBA,19.1
33,Plot1,UNSW,25
34,Plot2,ABBA,17
35,Plot3,ABBA,16.5
36,Plot4,UNSW,45
37,Plot5,ABBA,18
38,Plot6,ABBA,14.5
39,Plot7,ABBA,12.8
40,Plot8,ABBA,13
41,Plot9,ABBA,30.5
42,Plot10,ABBA,10.6
43,Plot11,ABBA,13.8
44,Plot12,ABBA,21.5
45,Plot1,UNSW,12.4
46,Plot2,ABBA,30
47,Plot3,ABBA,13
48,Plot4,ABBA,15.5
49,Plot5,UNSW,20
50,Plot6,ABBA,15.7
51,Plot7,ABBA,10.5
52,Plot8,UNSW,14
53,Plot9,PIGL,27
54,Plot10,PIGL,25
55,Plot11,ABBA,26.6
56,Plot12,ABBA,16.1
57,Plot1,PIGL,23.3
58,Plot2,ABBA,35.3
59,Plot3,ABBA,14
60,Plot4,BECO,11.5
61,Plot5,ABBA,12.2
62,Plot6,UNSW,25
63,Plot7,UNSW,20
64,Plot8,UNSW,20
65,Plot9,ABBA,18
66,Plot10,ABBA,14.9
67,Plot11,PIGL,26.4
68,Plot12,UNSW,20
69,Plot1,ABBA,12.2
70,Plot2,ABBA,
71,Plot3,LALA,
1,Plot4,LALA,18.8
2,Plot5,ABBA,16.3
3,Plot6,PIRU,22.1
4,Plot7,ABBA,26.1
5,Plot8,ABBA,24
6,Plot9,UNSW,28
7,Plot10,ABBA,19.3
8,Plot11,ABBA,16.5
9,Plot12,ABBA,37.1
10,Plot1,ABBA,11.5
11,Plot2,ABBA,13
12,Plot3,ABBA,18
13,Plot4,ABBA,19.4
14,Plot5,ABBA,11.1
15,Plot6,BECO,21
16,Plot7,ABBA,18
17,Plot8,ABBA,12.7
18,Plot9,BECO,24.1
19,Plot10,UNSW,22
20,Plot11,LALA,17.5
21,Plot12,LALA,12.5
22,Plot1,ABBA,12
23,Plot2,LALA,24.1
24,Plot3,ABBA,14.6
25,Plot4,BECO,23.3
26,Plot5,ABBA,19.3
27,Plot6,UNSW,43.6
28,Plot7,ABBA,10.3
29,Plot8,LALA,19
30,Plot9,LALA,20.4
31,Plot10,LALA,33.4
32,Plot11,ABBA,15.7
33,Plot12,ABBA,11.1
34,Plot1,ABBA,10.2
35,Plot2,ABBA,33.8
36,Plot3,ABBA,13.5
37,Plot4,ABBA,20.4
38,Plot5,ABBA,30.2
39,Plot6,ABBA,11.2
40,Plot7,ABBA,11.8
41,Plot8,BECO,33.6
42,Plot9,ABBA,18.4
43,Plot10,ABBA,19.7
44,Plot11,ABBA,16.1
45,Plot12,ABBA,14.3
46,Plot1,ABBA,27.7
47,Plot2,ABBA,10.4
48,Plot3,ABBA,16.8
49,Plot4,ABBA,10.3
50,Plot5,ABBA,13.6
51,Plot6,ABBA,10.8
52,Plot7,UNSW,27
53,Plot8,UNSW,30
54,Plot9,UNSW,20.1
55,Plot10,BECO,19.2
56,Plot11,BECO,28.4
57,Plot12,ABBA,10.6
58,Plot1,ABBA,13.6
1,Plot2,PRSE,22.7
2,Plot3,PRSE,13.9
3,Plot4,UNK,33
4,Plot5,UNSW,39.8
5,Plot6,ABBA,10.5
6,Plot7,ABBA,15.3
7,Plot8,ABBA,16
8,Plot9,LALA,11.2
9,Plot10,LALA,17.2
10,Plot11,ABBA,11.2
11,Plot12,LALA,16.5
12,Plot1,LALA,15.5
13,Plot2,LALA,19.1
14,Plot3,LALA,17.9
15,Plot4,LALA,12
16,Plot5,LALA,24
17,Plot6,LALA,17.4
18,Plot7,LALA,12.5
19,Plot8,LALA,14.2
20,Plot9,LALA,10.8
21,Plot10,LALA,17
22,Plot11,LALA,19.2
23,Plot12,LALA,17.8
24,Plot1,LALA,15.3
25,Plot2,LALA,12.1
26,Plot3,LALA,16.9
27,Plot4,LALA,12.6
28,Plot5,LALA,10.3
29,Plot6,LALA,13
30,Plot7,ABBA,37.5
31,Plot8,BECO,25.4
32,Plot9,LALA,20.3
33,Plot10,ABBA,16.5
34,Plot11,ABBA,22.4
35,Plot12,LALA,14.6
36,Plot1,UNSW,39
37,Plot2,UNSW,18
38,Plot3,LALA,26.1
39,Plot4,LALA,13.8
40,Plot5,ABBA,10.7
41,Plot6,UNSW,38
42,Plot7,ABBA,15.5
43,Plot8,BECO,26
44,Plot9,ABBA,25.6
45,Plot10,ABBA,16.2
46,Plot11,ABBA,11.5
47,Plot12,ABBA,10.5
48,Plot1,ABBA,12.5
49,Plot2,UNSW,40.2
50,Plot3,LALA,16.4
51,Plot4,BEPO,28.7
52,Plot5,ABBA,10.5
53,Plot6,LALA,20.6
54,Plot7,LALA,11
55,Plot8,LALA,11.4
56,Plot9,LALA,13.2
57,Plot10,LALA,17.3
58,Plot11,LALA,15
59,Plot12,LALA,16.4
60,Plot1,LALA,12.5
61,Plot2,LALA,17.2
62,Plot3,UNSW,38.2
63,Plot4,BEPO,13.2
64,Plot5,LALA,15.1
65,Plot6,BEPO,10.4
66,Plot7,UNSW,43
67,Plot8,UNSW,28
68,Plot9,UNSW,42.1
69,Plot10,LALA,18.4
70,Plot11,LALA,16.2
71,Plot12,LALA,38.5
72,Plot1,LALA,11
73,Plot2,LALA,18.5
74,Plot3,LALA,13.9
75,Plot4,LALA,13.7
76,Plot5,LALA,13.2
77,Plot6,LALA,12.5
78,Plot7,LALA,18.2
79,Plot8,LALA,12.4
80,Plot9,LALA,16.2
81,Plot10,LALA,18.9
82,Plot11,ABBA,13.5
83,Plot12,ABBA,
84,Plot1,BEPO,
1,Plot2,ABBA,10.7
2,Plot3,ABBA,11.7
3,Plot4,UNSW,17
4,Plot5,UNSW,12
5,Plot6,ABBA,15
6,Plot7,BECO,28.7
7,Plot8,UNSW,24.7
8,Plot9,ABBA,13.3
9,Plot10,ABBA,11.7
10,Plot11,ABBA,11.3
11,Plot12,UNSW,21.9
12,Plot1,ABBA,14.1
13,Plot2,ABBA,11.1
14,Plot3,ABBA,14.8
15,Plot4,UNSW,11.8
16,Plot5,ABBA,14.5
17,Plot6,ABBA,22.4
18,Plot7,UNSW,36
19,Plot8,PIGL,22.4
20,Plot9,PIGL,11.2
21,Plot10,PIGL,12.5
22,Plot11,ABBA,15.5
23,Plot12,ABBA,14.7
24,Plot1,PIGL,20.1
25,Plot2,ABBA,15.8
26,Plot3,ABBA,10.8
27,Plot4,ABBA,12.7
28,Plot5,PIRU,21.2
29,Plot6,ABBA,11
30,Plot7,ABBA,14.5
31,Plot8,ABBA,12.5
32,Plot9,ABBA,16
33,Plot10,UNSW,20
34,Plot11,ABBA,12.4
35,Plot12,BECO,13.5
36,Plot1,ABBA,12.9
37,Plot2,ABBA,14.5
38,Plot3,UNSW,25
39,Plot4,ABBA,19.8
40,Plot5,UNSW,13
41,Plot6,UNSW,12.7
42,Plot7,ABBA,10.8
43,Plot8,ABBA,12
44,Plot9,ABBA,14.1
45,Plot10,ABBA,17
46,Plot11,UNSW,30
47,Plot12,PIGL,25.8
48,Plot1,UNSW,36.2
49,Plot2,ABBA,12.6
50,Plot3,LALA,11.5
51,Plot4,PIGL,36.5
52,Plot5,ABBA,12.2
53,Plot6,ABBA,13.5
54,Plot7,ABBA,27.4
55,Plot8,ABBA,15.6
56,Plot9,ABBA,11
57,Plot10,ABBA,13.5
58,Plot11,LALA,13
59,Plot12,PIRU,11.5
60,Plot1,LALA,11.4
61,Plot2,LALA,17.5
62,Plot3,ABBA,15.5
63,Plot4,ABBA,15
64,Plot5,ABBA,6.2
65,Plot6,ABBA,15
66,Plot7,UNSW,23
67,Plot8,ABBA,27.5
68,Plot9,ABBA,11.7
69,Plot10,ABBA,12
70,Plot11,LALA,15.8
71,Plot12,ABBA,16.7
72,Plot1,LALA,10.3
73,Plot2,PIRU,13.5
74,Plot3,UNSW,26
75,Plot4,LALA,10.2
76,Plot5,UNSW,23
77,Plot6,ABBA,11.7
78,Plot7,ABBA,13
79,Plot8,ABBA,11.5
80,Plot9,ABBA,13.3
81,Plot10,ABBA,13.6
82,Plot11,UNSW,23
83,Plot12,ABBA,14.8
84,Plot1,ABBA,10.3
85,Plot2,UNSW,26
86,Plot3,UNSW,20
87,Plot4,ABBA,12.6
88,Plot5,UNSW,28.9
89,Plot6,ABBA,14.4
90,Plot7,BECO,26
91,Plot8,UNSW,11.2
92,Plot9,UNSW,25
93,Plot10,ABBA,11.8
94,Plot11,ABBA,13.3
95,Plot12,ABBA,14.3
96,Plot1,ABBA,11
97,Plot2,UNSW,30
98,Plot3,UNSW,11.5
99,Plot4,UNSW,21
100,Plot5,UNSW,12.8
101,Plot6,ABBA,13.4
102,Plot7,ABBA,13.1
103,Plot8,ABBA,14
1,Plot9,ABBA,18.4
2,Plot10,ABBA,17.6
3,Plot11,ABBA,24
4,Plot12,ABBA,19
5,Plot1,ABBA,18.5
6,Plot2,ABBA,23
7,Plot3,UNSW,31
8,Plot4,ABBA,11.3
9,Plot5,ABBA,14.2
10,Plot6,BECO,33
11,Plot7,ABBA,14
12,Plot8,ABBA,18.5
13,Plot9,BECO,10.9
14,Plot10,ABBA,13.5
15,Plot11,LALA,11
16,Plot12,ACRU,29.4
17,Plot1,ACRU,20
18,Plot2,ABBA,18.6
19,Plot3,ABBA,14.7
20,Plot4,ABBA,18.9
21,Plot5,BECO,11
22,Plot6,BECO,17.1
23,Plot7,BECO,28.4
24,Plot8,ACRU,23.2
25,Plot9,ACRU,15
26,Plot10,ABBA,19.5
27,Plot11,ABBA,19.7
28,Plot12,ABBA,12.8
29,Plot1,UNSW,15
30,Plot2,UNSW,17
31,Plot3,ABBA,14
32,Plot4,ABBA,16
33,Plot5,ABBA,15
34,Plot6,UNSW,22
35,Plot7,ABBA,12.3
36,Plot8,ABBA,24.5
37,Plot9,ABBA,35.6
38,Plot10,ABBA,24.2
39,Plot11,ABBA,27.6
40,Plot12,ABBA,19.5
41,Plot1,ABBA,20.5
42,Plot2,ABBA,18.6
43,Plot3,ABBA,10.5
44,Plot4,ABBA,12.5
45,Plot5,ABBA,11.6
46,Plot6,LALA,38.7
47,Plot7,ABBA,11.5
48,Plot8,ABBA,11
49,Plot9,ABBA,19.5
50,Plot10,ABBA,19.3
51,Plot11,ABBA,24
52,Plot12,ABBA,21.6
53,Plot1,UNSW,19
54,Plot2,ABBA,12
55,Plot3,ABBA,14
56,Plot4,ABBA,21
57,Plot5,UNSW,34
58,Plot6,ABBA,19.5
59,Plot7,ABBA,21.7
60,Plot8,ABBA,26
61,Plot9,ABBA,30.1
62,Plot10,BECO,18
63,Plot11,BECO,23
64,Plot12,ABBA,13.5
65,Plot1,UNSW,32
66,Plot2,,
67,Plot3,,
1,Plot4,ABBA,16.3
2,Plot5,PIRU,49.5
3,Plot6,BECO,12.1
4,Plot7,ABBA,19.7
5,Plot8,BECO,29.5
6,Plot9,BECO,19.2
7,Plot10,BECO,35.8
8,Plot11,ABBA,14.7
9,Plot12,ABBA,19.9
10,Plot1,PIRU,46.5
11,Plot2,ABBA,12.1
12,Plot3,ABBA,22
13,Plot4,ABBA,12.6
14,Plot5,LALA,34.2
15,Plot6,ABBA,22.3
16,Plot7,ABBA,17.7
17,Plot8,LALA,38
18,Plot9,ABBA,16
19,Plot10,ABBA,31.5
20,Plot11,ABBA,26
21,Plot12,ABBA,20
22,Plot1,ABBA,22.1
23,Plot2,ABBA,19
24,Plot3,ABBA,29.6
25,Plot4,ABBA,26.8
26,Plot5,ABBA,20.6
27,Plot6,ABBA,21.2
28,Plot7,ABBA,12.5
29,Plot8,ABBA,14.5
30,Plot9,PIRU,34
31,Plot10,PIRU,50.7
32,Plot11,ABBA,22.1
33,Plot12,ABBA,12.2
34,Plot1,ABBA,13.3
35,Plot2,UNSW,13.5
36,Plot3,ABBA,21.9
1,Plot4,ABBA,12.3
2,Plot5,PIRU,41.6
3,Plot6,LALA,23.4
4,Plot7,LALA,16.1
5,Plot8,LALA,16.8
6,Plot9,ABBA,12.5
7,Plot10,ABBA,11.9
8,Plot11,ABBA,27.6
9,Plot12,ABBA,12.8
10,Plot1,PRPE,11.1
11,Plot2,LALA,25.7
12,Plot3,LALA,21.7
13,Plot4,LALA,11.7
14,Plot5,LALA,15.8
15,Plot6,BECO,13.6
16,Plot7,LALA,17.8
17,Plot8,BECO,11.2
